institution,concept_key,concept_name,period,period_span,segment_key,geo_key,industry_key,legal_entity,n_candidates,competing_values,competing_sources,chosen_value
DBS Group Holdings Ltd,bs.nav_per_share,Net asset value per ordinary share,2025-09-30,,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,22.81 | 24.28,22.81@tier9:per_share_data2_7 || 24.28@tier9:per_share_data2_7,22.81
DBS Group Holdings Ltd,pnl.associates,Share of results of associates and joint ventures,2025-09-30,,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,180 | 209,180@tier0:selected_income_statement_items_m || 209@tier0:selected_income_statement_items_m,180.0
DBS Group Holdings Ltd,pnl.income.total,Total income,2025-09-30,,SEG_COMMERCIAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,16028 | 16349,16028@tier0:selected_income_statement_items_m || 16349@tier0:selected_income_statement_items_m,16028.0
DBS Group Holdings Ltd,pnl.income.total,Total income,2025-09-30,,SEG_MARKETS,GLOBAL,IND_TOTAL,CONSOLIDATED,2,764 | 1220,764@tier0:selected_income_statement_items_m || 1220@tier0:selected_income_statement_items_m,764.0
DBS Group Holdings Ltd,pnl.income.total,Total income,2025-09-30,,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,16792 | 17569,16792@tier0:selected_income_statement_items_m || 17569@tier0:selected_income_statement_items_m,16792.0
DBS Group Holdings Ltd,pnl.nii.net,Net interest income,2022-12-31,2H,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,6300 | 6394,6300@tier2:net_interest_income || 6394@tier2:net_interest_income,6300.0
DBS Group Holdings Ltd,pnl.nii.net,Net interest income,2022-12-31,FY,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,10719 | 10941,10719@tier2:net_interest_income || 10941@tier2:net_interest_income,10719.0
DBS Group Holdings Ltd,pnl.nii.net,Net interest income,2021-12-31,FY,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,7657 | 8440,7657@tier2:net_interest_income || 8440@tier2:net_interest_income,7657.0
DBS Group Holdings Ltd,pnl.noninterest.fee_commission,Net fee & commission income,2025-09-30,,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,3200 | 3799,3200@tier0:selected_income_statement_items_m || 3799@tier0:selected_income_statement_items_m,3200.0
DBS Group Holdings Ltd,pnl.noninterest.total,"Non-interest income (derived, fill-only)",2023-03-31,1Q,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,382 | 432,382@tier0:selected_income_statement_items_m || 432@tier0:selected_income_statement_items_m,382.0
DBS Group Holdings Ltd,pnl.noninterest.total,"Non-interest income (derived, fill-only)",2022-03-31,1Q,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,249 | 354,249@tier0:selected_income_statement_items_m || 354@tier0:selected_income_statement_items_m,249.0
DBS Group Holdings Ltd,pnl.noninterest.total,"Non-interest income (derived, fill-only)",2022-12-31,4Q,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,320 | 329,320@tier0:selected_income_statement_items_m || 329@tier0:selected_income_statement_items_m,320.0
DBS Group Holdings Ltd,pnl.noninterest.total,"Non-interest income (derived, fill-only)",2025-09-30,,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,1215 | 1280,1215@tier0:selected_income_statement_items_m || 1280@tier0:selected_income_statement_items_m,1215.0
DBS Group Holdings Ltd,pnl.noninterest.trading,Net trading income,2025-09-30,,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,1616 | 1648,1616@tier0:selected_income_statement_items_m || 1648@tier0:selected_income_statement_items_m,1616.0
DBS Group Holdings Ltd,pnl.opex.total,Operating expenses,2025-09-30,,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,6500 | 6877,6500@tier0:selected_income_statement_items_m || 6877@tier0:selected_income_statement_items_m,6500.0
DBS Group Holdings Ltd,pnl.profit.net_attributable,Net profit attributable to shareholders,2024-06-30,1H,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,5740 | 5759,5740@tier0:selected_income_statement_items_m || 5759@tier0:selected_income_statement_items_m,5740.0
DBS Group Holdings Ltd,pnl.profit.net_attributable,Net profit attributable to shareholders,2024-03-31,1Q,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,2951 | 2956,2951@tier0:selected_income_statement_items_m || 2956@tier0:selected_income_statement_items_m,2951.0
DBS Group Holdings Ltd,pnl.profit.net_attributable,Net profit attributable to shareholders,2024-12-31,4Q,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,2522 | 2622,2522@tier0:selected_income_statement_items_m || 2622@tier0:selected_income_statement_items_m,2522.0
DBS Group Holdings Ltd,pnl.profit.net_attributable,Net profit attributable to shareholders,2025-12-31,4Q,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,2258 | 2358,2258@tier0:selected_income_statement_items_m || 2358@tier0:selected_income_statement_items_m,2258.0
DBS Group Holdings Ltd,pnl.profit.net_attributable,Net profit attributable to shareholders,2025-12-31,2H,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,5212 | 5312,5212@tier0:selected_income_statement_items_m || 5312@tier0:selected_income_statement_items_m,5212.0
DBS Group Holdings Ltd,pnl.profit.net_attributable,Net profit attributable to shareholders,2025-12-31,FY,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,10933 | 11033,10933@tier0:selected_income_statement_items_m || 11033@tier0:selected_income_statement_items_m,10933.0
DBS Group Holdings Ltd,pnl.profit.net_attributable,Net profit attributable to shareholders,2024-12-31,FY,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,11289 | 11408,11289@tier0:selected_income_statement_items_m || 11408@tier0:selected_income_statement_items_m,11289.0
DBS Group Holdings Ltd,pnl.profit.operating,Operating profit,2025-09-30,,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,10292 | 10692,10292@tier0:selected_income_statement_items_m || 10692@tier0:selected_income_statement_items_m,10292.0
DBS Group Holdings Ltd,pnl.profit.pretax,Profit before tax,2025-09-30,,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,10041 | 10301,10041@tier0:selected_income_statement_items_m || 10301@tier0:selected_income_statement_items_m,10041.0
DBS Group Holdings Ltd,pnl.provisions.stage12_gp,General provisions (ECL stage 1 & 2),2025-09-30,,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,83 | 143,83@tier0:selected_income_statement_items_m || 143@tier0:selected_income_statement_items_m,83.0
DBS Group Holdings Ltd,pnl.provisions.stage3_sp,Specific provisions (ECL stage 3),2022-06-30,1H,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,235 | 238,235@tier9:allowances_for_credit_and_other_losses || 238@tier9:allowances_for_credit_and_other_losses,235.0
DBS Group Holdings Ltd,pnl.provisions.stage3_sp,Specific provisions (ECL stage 3),2021-06-30,1H,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,344 | 363,344@tier9:allowances_for_credit_and_other_losses || 363@tier9:allowances_for_credit_and_other_losses,344.0
DBS Group Holdings Ltd,pnl.provisions.stage3_sp,Specific provisions (ECL stage 3),2021-12-31,2H,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,127 | 135,127@tier9:allowances_for_credit_and_other_losses || 135@tier9:allowances_for_credit_and_other_losses,127.0
DBS Group Holdings Ltd,pnl.provisions.stage3_sp,Specific provisions (ECL stage 3),2025-09-30,,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,330 | 439,330@tier0:selected_income_statement_items_m || 439@tier0:selected_income_statement_items_m,330.0
DBS Group Holdings Ltd,pnl.provisions.total,Total allowances / provisions,2025-09-30,,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,413 | 582,413@tier0:selected_income_statement_items_m || 582@tier0:selected_income_statement_items_m,413.0
DBS Group Holdings Ltd,ratio.credit_cost_bps,Credit cost (bps),2025-09-30,,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,11 | 13,11@tier9:key_financial_ratios_1_2 || 13@tier9:key_financial_ratios_1_2,11.0
DBS Group Holdings Ltd,ratio.roe,Return on equity,2025-09-30,,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,17 | 18.8,17@tier9:key_financial_ratios_1_2 || 18.8@tier9:key_financial_ratios_1_2,17.0
DBS Group Holdings Ltd,reg.capital.cet1_ratio,CET1 ratio,2024-06-30,as_at,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,9.3 | 14.8,9.3@tier9:capital_adequacy || 14.8@tier9:capital_adequacy,9.3
DBS Group Holdings Ltd,reg.capital.cet1_ratio,CET1 ratio,2022-06-30,as_at,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,9.1 | 14.2,9.1@tier9:capital_adequacy || 14.2@tier9:capital_adequacy,9.1
DBS Group Holdings Ltd,reg.capital.cet1_ratio,CET1 ratio,2022-03-31,as_at,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,9.1 | 14,9.1@tier9:capital_adequacy || 14@tier9:capital_adequacy,9.1
DBS Group Holdings Ltd,reg.capital.cet1_ratio,CET1 ratio,2021-12-31,as_at,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,9.1 | 14.4,9.1@tier9:capital_adequacy || 14.4@tier9:capital_adequacy,9.1
DBS Group Holdings Ltd,reg.capital.cet1_ratio,CET1 ratio,2021-06-30,as_at,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,9.1 | 14.5,9.1@tier9:capital_adequacy || 14.5@tier9:capital_adequacy,9.1
DBS Group Holdings Ltd,reg.liquidity.lcr_ratio,Liquidity Coverage Ratio,2026-03-31,as_at,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,151 | 282,151@tier9:average_all_currency_lcr_for_the_quarter_ended_31_mar_2026 || 282@tier9:average_sgd_lcr_for_the_quarter_ended_31_mar_2026_number_of_data_points_90,151.0
DBS Group Holdings Ltd,reg.liquidity.lcr_ratio,Liquidity Coverage Ratio,2025-03-31,as_at,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,145 | 370,145@tier9:average_all_currency_lcr_for_the_quarter_ended_31_mar_2025_number_of_data_points_90 || 370@tier9:average_sgd_lcr_for_the_quarter_ended_31_mar_2025_number_of_data_points_90,145.0
DBS Group Holdings Ltd,reg.liquidity.lcr_ratio,Liquidity Coverage Ratio,2025-09-30,as_at,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,149 | 329,149@tier9:average_all_currency_lcr_for_the_quarter_ended_30_sep_2025_number_of_data_points_92 || 329@tier9:average_sgd_lcr_for_the_quarter_ended_30_sep_2025_number_of_data_points_92,149.0
DBS Group Holdings Ltd,reg.liquidity.lcr_ratio,Liquidity Coverage Ratio,2022-03-31,as_at,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,138 | 345,138@tier9:average_all_currency_lcr_for_the_quarter_ended_31_march_2022_number_of_data_points_90 || 345@tier9:average_sgd_lcr_for_the_quarter_ended_31_march_2022_number_of_data_points_90,138.0
DBS Group Holdings Ltd,reg.liquidity.lcr_ratio,Liquidity Coverage Ratio,2022-09-30,as_at,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,133 | 396,133@tier9:average_all_currency_lcr_for_the_quarter_ended_30_sep_2022_number_of_data_points_92 || 396@tier9:average_sgd_lcr_for_the_quarter_ended_30_sep_2022,133.0
Oversea-Chinese Banking Corporation Ltd,bs.assets.iea_average,Average interest-earning assets,2025-06-30,1H,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,10404 | 471723,10404@tier0:average_balance_sheet || 471723@tier0:average_balance_sheet,10404.0
Oversea-Chinese Banking Corporation Ltd,bs.assets.iea_average,Average interest-earning assets,2024-06-30,1H,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,11230 | 438360,11230@tier0:average_balance_sheet || 438360@tier0:average_balance_sheet,11230.0
Oversea-Chinese Banking Corporation Ltd,bs.assets.iea_average,Average interest-earning assets,2025-12-31,FY,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,20076 | 478684,20076@tier0:average_balance_sheet || 478684@tier0:average_balance_sheet,20076.0
Oversea-Chinese Banking Corporation Ltd,bs.assets.iea_average,Average interest-earning assets,2024-12-31,FY,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,22444 | 443419,22444@tier0:average_balance_sheet || 443419@tier0:average_balance_sheet,22444.0
Oversea-Chinese Banking Corporation Ltd,bs.equity.shareholders,Shareholders' equity,2024-06-30,1H,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,55219 | 56919,55219@tier1:financial_highlights || 56919@tier1:financial_highlights,55219.0
Oversea-Chinese Banking Corporation Ltd,bs.equity.shareholders,Shareholders' equity,2025-06-30,2Q,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,58073 | 60449,58073@tier1:financial_highlights || 60449@tier1:financial_highlights,58073.0
Oversea-Chinese Banking Corporation Ltd,bs.equity.shareholders,Shareholders' equity,2024-06-30,2Q,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,55219 | 56919,55219@tier1:financial_highlights || 56919@tier1:financial_highlights,55219.0
Oversea-Chinese Banking Corporation Ltd,bs.equity.shareholders,Shareholders' equity,2025-09-30,9M,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,58263 | 59963,58263@tier1:financial_highlights_unaudited || 59963@tier1:financial_highlights_unaudited,58263.0
Oversea-Chinese Banking Corporation Ltd,bs.equity.shareholders,Shareholders' equity,2024-09-30,9M,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,55932 | 57632,55932@tier1:financial_highlights_unaudited || 57632@tier1:financial_highlights_unaudited,55932.0
Oversea-Chinese Banking Corporation Ltd,bs.equity.shareholders,Shareholders' equity,2024-09-30,3Q,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,55932 | 57632,55932@tier1:financial_highlights_unaudited || 57632@tier1:financial_highlights_unaudited,55932.0
Oversea-Chinese Banking Corporation Ltd,bs.equity.shareholders,Shareholders' equity,2025-09-30,,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,58073 | 59773,58073@tier1:financial_highlights_unaudited || 59773@tier1:financial_highlights_unaudited,58073.0
Oversea-Chinese Banking Corporation Ltd,bs.equity.shareholders,Shareholders' equity,2025-12-31,2H,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,60070 | 61768,60070@tier1:financial_highlights_continued || 61768@tier1:financial_highlights_continued,60070.0
Oversea-Chinese Banking Corporation Ltd,bs.equity.shareholders,Shareholders' equity,2024-12-31,2H,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,57616 | 59316,57616@tier1:financial_highlights_continued || 59316@tier1:financial_highlights_continued,57616.0
Oversea-Chinese Banking Corporation Ltd,bs.equity.shareholders,Shareholders' equity,2025-12-31,FY,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,60070 | 61768,60070@tier1:financial_highlights || 61768@tier1:financial_highlights,60070.0
Oversea-Chinese Banking Corporation Ltd,bs.equity.shareholders,Shareholders' equity,2024-12-31,FY,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,57616 | 59316,57616@tier1:financial_highlights || 59316@tier1:financial_highlights,57616.0
Oversea-Chinese Banking Corporation Ltd,bs.equity.shareholders,Shareholders' equity,2025-12-31,4Q,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,60070 | 61768,60070@tier1:financial_highlights || 61768@tier1:financial_highlights,60070.0
Oversea-Chinese Banking Corporation Ltd,pnl.profit.net_attributable,Net profit attributable to shareholders,2025-09-30,,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,1816 | 1822,1816@tier1:financial_highlights_unaudited || 1822@tier1:financial_highlights_unaudited,1816.0
Oversea-Chinese Banking Corporation Ltd,reg.capital.cet1_ratio,CET1 ratio,2025-06-30,1H,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,15.3 | 17,15.3@tier1:1h25_performance_highlights || 17@tier1:1h25_performance_highlights,15.3
Oversea-Chinese Banking Corporation Ltd,reg.capital.cet1_ratio,CET1 ratio,2024-09-30,as_at,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,15.6 | 17.2,15.6@tier9:strong_funding_liquidity_and_capital_position || 17.2@tier9:strong_funding_liquidity_and_capital_position,15.6
Oversea-Chinese Banking Corporation Ltd,reg.capital.cet1_ratio,CET1 ratio,2025-03-31,1Q,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,15.5 | 17.6,15.5@tier1:1q25_performance_highlights || 17.6@tier1:1q25_performance_highlights,15.5
Oversea-Chinese Banking Corporation Ltd,reg.capital.cet1_ratio,CET1 ratio,2025-12-31,as_at,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,15.1 | 16.9,15.1@tier9:strong_funding_liquidity_and_capital_position || 16.9@tier9:strong_funding_liquidity_and_capital_position,15.1
Oversea-Chinese Banking Corporation Ltd,reg.liquidity.lcr_ratio,Liquidity Coverage Ratio,2025-09-30,9M,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,136 | 284,136@tier1:financial_highlights_unaudited || 284@tier1:financial_highlights_unaudited,136.0
Oversea-Chinese Banking Corporation Ltd,reg.liquidity.lcr_ratio,Liquidity Coverage Ratio,2024-09-30,9M,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,142 | 315,142@tier1:financial_highlights_unaudited || 315@tier1:financial_highlights_unaudited,142.0
Oversea-Chinese Banking Corporation Ltd,reg.liquidity.lcr_ratio,Liquidity Coverage Ratio,2025-09-30,3Q,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,141 | 307,141@tier1:financial_highlights_unaudited || 307@tier1:financial_highlights_unaudited,141.0
Oversea-Chinese Banking Corporation Ltd,reg.liquidity.lcr_ratio,Liquidity Coverage Ratio,2024-09-30,3Q,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,141 | 337,141@tier1:financial_highlights_unaudited || 337@tier1:financial_highlights_unaudited,141.0
Oversea-Chinese Banking Corporation Ltd,reg.liquidity.lcr_ratio,Liquidity Coverage Ratio,2025-09-30,,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,136 | 272,136@tier1:financial_highlights_unaudited || 272@tier1:financial_highlights_unaudited,136.0
Oversea-Chinese Banking Corporation Ltd,reg.liquidity.lcr_ratio,Liquidity Coverage Ratio,2024-03-31,1Q,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,146 | 292,146@tier1:financial_highlights_unaudited || 292@tier1:financial_highlights_unaudited,146.0
Oversea-Chinese Banking Corporation Ltd,reg.liquidity.lcr_ratio,Liquidity Coverage Ratio,2024-12-31,4Q,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,140 | 251,140@tier1:financial_highlights_unaudited || 251@tier1:financial_highlights_unaudited,140.0
United Overseas Bank Ltd,bs.assets.npa,Non-performing assets / loans,2025-12-31,as_at,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,5379 | 5440,5379@tier9:non_performing_assets || 5440@tier9:non_performing_assets,5379.0
United Overseas Bank Ltd,bs.assets.npa,Non-performing assets / loans,2025-06-30,as_at,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,5341 | 5386,5341@tier9:non_performing_assets || 5386@tier9:non_performing_assets,5341.0
United Overseas Bank Ltd,bs.assets.npa,Non-performing assets / loans,2024-12-31,as_at,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,5164 | 5210,5164@tier9:non_performing_assets || 5210@tier9:non_performing_assets,5164.0
United Overseas Bank Ltd,bs.assets.total,Total assets,2025-12-31,,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,537664 | 572061,537664@tier9:classification_of_financial_assets_and_financial_liabilities_continued_dec_24 || 572061@tier9:classification_of_financial_assets_and_financial_liabilities_dec_25,537664.0
United Overseas Bank Ltd,bs.liabilities.total,Total liabilities,2025-12-31,,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,487707 | 520568,487707@tier9:classification_of_financial_assets_and_financial_liabilities_continued_dec_24 || 520568@tier9:classification_of_financial_assets_and_financial_liabilities_dec_25,487707.0
United Overseas Bank Ltd,pnl.tax,Income tax expense,2025-12-31,FY,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,-119 | 1070,-119@tier9:income_tax || 1070@tier9:income_tax,119.0
United Overseas Bank Ltd,pnl.tax,Income tax expense,2024-12-31,FY,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,-119 | 1195,-119@tier9:income_tax || 1195@tier9:income_tax,119.0
United Overseas Bank Ltd,pnl.tax,Income tax expense,2025-12-31,2H,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,-20 | 345,-20@tier9:income_tax || 345@tier9:income_tax,20.0
United Overseas Bank Ltd,pnl.tax,Income tax expense,2024-12-31,2H,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,-110 | 570,-110@tier9:income_tax || 570@tier9:income_tax,110.0
United Overseas Bank Ltd,ratio.credit_cost_bps,Credit cost (bps),2025-03-31,1Q,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,18.2 | 35,18.2@tier1:financial_highlights_1q25 || 35@tier1:financial_highlights_1q25,18.2
United Overseas Bank Ltd,ratio.credit_cost_bps,Credit cost (bps),2024-12-31,4Q,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,18.2 | 25,18.2@tier1:financial_highlights_1q25 || 25@tier1:financial_highlights_1q25,18.2
United Overseas Bank Ltd,ratio.credit_cost_bps,Credit cost (bps),2024-03-31,1Q,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,16.7 | 23,16.7@tier1:financial_highlights_1q25 || 23@tier1:financial_highlights_1q25,16.7
United Overseas Bank Ltd,ratio.credit_cost_bps,Credit cost (bps),2025-09-30,9M,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,17.3 | 68,17.3@tier1:financial_highlights_3q25 || 68@tier1:financial_highlights_3q25,17.3
United Overseas Bank Ltd,ratio.credit_cost_bps,Credit cost (bps),2024-09-30,9M,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,18.4 | 27,18.4@tier1:financial_highlights_3q25 || 27@tier1:financial_highlights_3q25,18.4
United Overseas Bank Ltd,ratio.credit_cost_bps,Credit cost (bps),2025-09-30,3Q,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,17.3 | 134,17.3@tier1:financial_highlights_3q25 || 134@tier1:financial_highlights_3q25,17.3
United Overseas Bank Ltd,ratio.credit_cost_bps,Credit cost (bps),2025-06-30,2Q,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,17.9 | 32,17.9@tier1:financial_highlights_3q25 || 32@tier1:financial_highlights_3q25,17.9
United Overseas Bank Ltd,ratio.credit_cost_bps,Credit cost (bps),2024-09-30,3Q,SEG_TOTAL,GLOBAL,IND_TOTAL,CONSOLIDATED,2,18.4 | 34,18.4@tier1:financial_highlights_3q25 || 34@tier1:financial_highlights_3q25,18.4
